2,27,26,31,28,13,25,16,6,24,32,29,17,9,22,12,8,10,11,33,30,1,2,0,18,4,34,19,3,5,23,7,4,-1,35,-1,-1,
2,27,26,31,28,13,25,16,6,24,32,29,17,9,22,12,8,10,11,33,30,1,2,0,18,4,34,19,3,5,23,7,4,-1,35,-1,-1,
1,27,26,19,16,10,12,17,33,18,13,8,6,5,2,1,9,0,23,4,25,30,31,24,3,7,-1,32,-1,28,-1,34,-1,29,-1,22,-1,-1,
1,27,28,8,26,34,2,1,10,13,33,32,31,16,6,4,0,35,9,18,17,25,22,3,5,30,19,29,12,11,7,23,24,
2,27,28,8,9,10,26,22,2,33,11,29,16,4,17,13,34,7,6,19,3,35,5,0,1,23,32,25,24,18,30,31,12,
1,27,26,25,16,7,13,11,28,9,4,6,17,8,1,10,19,0,22,34,30,12,5,2,24,31,29,33,18,3,32,35,-1,23,
1,27,26,31,22,17,34,33,16,13,6,35,32,25,30,12,23,19,7,0,8,18,11,9,2,10,1,3,5,4,29,28,-1,24,-1,
1,13,7,1,16,28,27,17,29,22,0,32,9,2,3,10,11,8,33,5,26,6,23,34,4,25,19,18,31,35,12,24,30,
2,13,19,28,8,7,9,27,0,2,35,16,12,24,33,34,10,1,25,31,23,5,11,32,6,4,26,22,3,18,30,-1,17,-1,29,
2,22,28,13,7,34,26,0,6,19,27,25,31,12,1,24,35,33,9,3,17,2,4,8,16,10,29,18,32,23,5,-1,30,
2,8,9,16,19,3,10,4,17,22,2,7,5,13,11,27,25,31,32,23,1,34,26,28,24,18,30,33,0,-1,35,29,12,6,
1,27,28,22,26,19,9,4,8,7,1,33,13,25,31,34,29,0,6,16,10,24,17,3,2,11,18,5,35,12,32,23,-1,
2,22,16,11,29,23,25,7,13,12,10,19,17,35,1,4,27,26,5,32,30,3,8,18,33,28,31,6,2,24,0,9,34,
2,13,9,4,25,16,8,30,11,2,3,22,19,7,27,17,23,29,35,24,6,1,0,32,12,18,31,10,5,33,26,34,
2,8,19,27,10,16,9,7,23,4,2,5,26,24,33,22,6,1,0,32,18,13,3,34,25,30,31,12,35,29,11,17,28,
1,27,28,13,26,35,6,12,10,32,18,34,33,22,25,8,3,2,29,19,31,7,9,30,17,4,24,23,16,0,5,1,
1,27,28,29,33,13,9,16,11,3,6,26,7,23,17,22,31,32,35,8,19,0,1,18,4,25,2,5,24,12,-1,10,-1,30,-1,34,
1,27,28,22,16,11,10,29,25,19,24,23,34,17,13,7,9,2,4,26,33,31,30,32,6,8,12,35,3,1,5,18,0,
2,22,26,13,23,32,7,27,8,10,18,17,29,35,28,1,2,12,9,6,25,30,24,34,5,16,3,4,11,19,33,31,0,
1,13,19,27,22,26,31,29,9,32,23,25,7,6,35,8,28,16,1,10,2,12,18,4,33,34,3,30,11,17,5,24,0,
